cc_num,amt,is_fraud,Prob
4390966588600992777,294.87,1,0.8001912824630538
2720012583106919,294.77,1,0.8000099445637325
347612609554823,292.59,1,0.7960260949200852
345832460465610,291.76,1,0.7944938758839042
3536918668124647,306.81,1,0.7924722127291881
2248348993063230,301.01,1,0.7814493241217593
6011366578560244,282.6,1,0.7770183176778
2291163933867244,280.91,1,0.7736808452282773
180017442990269,288.97,1,0.7572431537688389
3567697931646329,271.43,1,0.7543094689421509
3592325941359225,283.93,1,0.7465850151507302
344709867813900,235.29,0,0.6292511873811617
6538891242532018,269.17,1,0.6055163735765736
3501942333500073,204.96,0,0.5639802554125791
375534208663984,75.68,0,0.5062025058182522
4260128500325,291.94,0,0.5025458575868893
3540210836308425,73.68,0,0.5005338748743652
5388659976630693,73.62,0,0.4534729410889373
3547560454237873,73.37,0,0.4527705515517317
6011552879910390,69.84,0,0.4428741600193504
4319584480204988982,167.35,0,0.43996821940407244
4474324669797121,144.14,0,0.42031728656150297
4424338559877976,158.36,0,0.415027819323177
4089096483689733451,75.92,0,0.41494893674241046
4623560839669,55.39,0,0.40291398088199737
3540862542587229,49.51,1,0.3882025320706589
213199865312311,49.32,0,0.38647374184842376
4476840372112,47.11,0,0.38054965163770343
6011860238257910,63.24,0,0.380527889957257
4642255475285942,187.35,1,0.3777374262910485
3518234918950662,59.07,0,0.36944762383739904
3529597810116815,92.76,0,0.3686344594354648
502038091380,73.16,0,0.35954727022468086
567868110212,227.56,0,0.35750786493787085
180065479077096,135.44,0,0.3536385872865614
4988304376504,115.5,0,0.3438489786934345
346273234529002,143.78,0,0.3418679459699658
3573030041201292,46.79,0,0.33764276168722385
4992346398065154184,111.99,0,0.33492694602049017
345389171551808,12.95,0,0.33483104019699045
3529597810116815,41.16,0,0.3235184583149879
3518669219150142,38.63,0,0.31727269613437287
60416207185,20.41,1,0.313284809045943
6011679934075347,20.38,1,0.31321163750496966
342351256941125,18.81,1,0.3093953597232274
180048185037117,129.18,0,0.30565448427356634
4605902936394,139.4,0,0.29737226837807496
4683520018489354,113.75,0,0.29413806864021497
3536818734263520,12.13,1,0.2923877260631719
4659625317833446364,11.93,1,0.29191879129168313
6011652924285713,109.19,0,0.28890601579771386
4005676619255478,10.24,1,0.2879740091935015
4890424426862856940,9.67,1,0.2866507029987326
213161869125933,125.3,0,0.2834544731608695
3533742182628021,6.38,1,0.2790842703422617
4707867759656333,103.11,0,0.27495274299073225
2358122155477959,73.6,0,0.2594091173741143
377264520876399,113.66,0,0.2574311295184416
3589289942931264,45.67,0,0.25502652011310745
4561368699336875,10.02,1,0.251484391464178
676245600876,9.57,1,0.2505251991311717
4745996322265,9.38,1,0.25012093883562314
3598215285024754,108.54,0,0.24649138047555655
3521260686633367,11.08,1,0.2420077122077363
375904527651269,7.55,1,0.2347419275790838
6011231546538393,18.79,1,0.23258514440453204
4311368326621416041,5.49,0,0.23057230827715874
676369110710,14.79,0,0.2245887195006208
4451952084362894,80.69,0,0.222665298512827
4379260813815979609,61.3,0,0.22085298516157456
30371006069917,10.92,0,0.21703991829116057
4512828414983801773,115.44,0,0.21334725692498352
2260801330657968,86.3,0,0.2130423554649836
4469777115158234880,54.54,0,0.20794673380483092
4769426683924058915,9.13,0,0.20639646127046007
4209696857872688515,21.26,1,0.20607657906346116
3551217896304745,169.51,0,0.2013440178655332
676326610042,18.31,1,0.20065815358531863
374497717543058,3.06,0,0.19535132230399707
371284424780634,41.08,0,0.19501449583527333
347073228412010,60.15,0,0.18622098234733
3568255211412877,41.81,0,0.18517408220753023
3560797065840735,2.65,0,0.17368432507694606
4477156602511939689,38.51,0,0.16384935125389466
4561546772499,20.17,1,0.16045779231142218
2252055259910912,38.79,0,0.15944352635927708
581293083266,38.22,0,0.158579305199393
6597248210463122,67.34,0,0.15751285293343403
4651007077623147,50.83,1,0.15331440666334645
3524574586339330,55.47,0,0.15306143572055092
3577578023716568,55.32,0,0.15284109984638058
4859525594182537,55.16,0,0.15153265919275752
3564839259330465,34.45,0,0.14602316666893306
2254799658404120,50.89,0,0.14541263941835172
4958589671582726883,55.78,0,0.14089000978957814
36721445180895,54.31,0,0.13888471942780134
30235268718158,4.39,0,0.13779359084737863
3591919803438423,26.65,0,0.1343652425967353
4658117080136,59.13,0,0.13104870794229984
3596217206093829,38.29,0,0.12854325636320693
4446368897795790,102.72,0,0.12431357019672061
6011724471098086,33.14,0,0.12303868784526031
4806443445305,16.94,0,0.12296303354014848
213161869125933,6.03,1,0.11940083980005474
4874017206859125,54.47,0,0.11860129267981691
379141394109214,85.31,0,0.11752902498522898
4826655832045236,4.44,0,0.1175183438793826
3548710338694745,11.28,1,0.11620822363524397
6593939509150446,97.93,0,0.11345466713150876
4584931703207308232,48.83,0,0.11207803982093278
4063094974360571498,20.24,0,0.10730690795378477
4861310130652566408,11.27,0,0.10364491037776814
4003771737807706,9.57,0,0.10186789577569738
3560246577314524,7.74,1,0.09998523123274167
630412733309,7.73,0,0.0999750289269917
3529597810116815,12.52,0,0.0992059746518749
344342339068828,5.88,0,0.09810346010687686
2260801330657968,46.01,0,0.09766489083405848
4452366298769043,2.09,0,0.09436656436399946
3560725013359375,36.96,0,0.08898822159209732
38580485618059,21.45,0,0.0847012552954234
2712209726293386,17.67,0,0.08143725706242134
4908846471916297,9.29,0,0.07460667211025399
30238755902988,8.67,0,0.07412280094181248
5456712664803820,6.49,0,0.07309238385076232
3529597930342630,14.15,0,0.07013162195784373
30234966027947,6.05,0,0.05143251586129081
376012912828093,5.39,0,0.05106866355633939
371284424780634,7.95,0,0.04623441522009916
3502377050801561,10.08,0,0.04513279049404161
6011679934075347,8.64,0,0.044434385582465305
6538441737335434,16.49,0,0.04258069556824787
4809701904914,2.83,0,0.04171985536974649
377234009633447,1.04,0,0.040915985959530145
4155021259183870,7.63,0,0.038668491350659924
